Date,strategy,benchmark
2024-11-15,1.0820179965700243,1.0465136668100163
2024-11-18,1.0864513618057128,1.049542758398439
2024-11-19,1.0904230343350536,1.0526295565672972
2024-11-20,1.0907924340207338,1.0524059070831782
2024-11-21,1.096648204269151,1.0556720603419592
2024-11-22,1.1000471138231287,1.0578631951574047
2024-11-25,1.1037786651766268,1.0638018317089948
2024-11-26,1.1095419148013663,1.0665137855302569
2024-11-27,1.1061799907365588,1.0656204902893793
2024-11-29,1.1130516670213495,1.0712112917846721
2024-12-02,1.1150467212079362,1.0726388721704967
2024-12-03,1.1155637214457814,1.0720010521912706
2024-12-04,1.1224909328650798,1.0775182360941997
2024-12-05,1.1206437068336685,1.0764734620319183
2024-12-06,1.122768039530093,1.078851453056102
2024-12-09,1.1169861264585108,1.0741835527367438
2024-12-10,1.1135134735292034,1.071669942707952
2024-12-11,1.1221215331794003,1.07590736951252
2024-12-12,1.1163397339093233,1.0708500659634113
2024-12-13,1.116118048577313,1.0691047771940259
2024-12-16,1.1208838280095117,1.072388712486363
2024-12-17,1.1162658767324884,1.069693489698347
2024-12-18,1.0829972585217438,1.0467053826136683
2024-12-19,1.082664502920718,1.0453945437629852
2024-12-20,1.095668487111413,1.054364530486196
2024-12-23,1.1022297128901852,1.0569933713992183
2024-12-24,1.1144809001243876,1.0648659489071892
2024-12-26,1.114555212507243,1.065189242117613
2024-12-27,1.102822732533463,1.0573634281710418
2024-12-30,1.090237765484689,1.051429522773755
2024-12-31,1.0862714416260897,1.04839721301217
2025-01-02,1.0836024549260717,1.0469748184813423
2025-01-03,1.0971512069218656,1.0545431028910544
2025-01-06,1.103471401112754,1.0579171436635546
2025-01-07,1.0909977319360056,1.049091724573668
2025-01-08,1.0925917496184834,1.0504876742216418
2025-01-10,1.0759106111937466,1.038486170703357
2025-01-13,1.07757871365607,1.0390890818311664
2025-01-14,1.079061433466522,1.0402514572444388
2025-01-15,1.0986895756683308,1.055124610163011
2025-01-16,1.0965766231224205,1.054647316777063
2025-01-17,1.1075861221340544,1.0613170076567786
2025-01-21,1.1177244706238514,1.068528185024556
2025-01-22,1.1240076793255696,1.071433759595318
2025-01-23,1.1301426046660923,1.0744742448680067
2025-01-24,1.1268433852306161,1.073290410352761
2025-01-27,1.1109038912148685,1.0659164424059258
2025-01-28,1.1204491062598827,1.0713789951413444
2025-01-29,1.1154262492275757,1.0681637710497858
2025-01-30,1.1214128912069024,1.0722879555299916
2025-01-31,1.115444798872913,1.0681748205894535
2025-02-03,1.107938337792459,1.0640674116556421
2025-02-04,1.1153706002915629,1.0690545001209317
2025-02-05,1.11989295830427,1.0738200857439202
2025-02-06,1.1237853111845293,1.07569074315854
2025-02-07,1.1134986793335366,1.0683313990444956
2025-02-10,1.1210606755484986,1.0729478944254554
2025-02-11,1.121913390226503,1.0727838519956105
2025-02-12,1.1182990544232976,1.068559238608408
2025-02-13,1.1301055053754179,1.0779997159198071
2025-02-14,1.1300499702409101,1.0792544197267868
2025-02-18,1.133367625520219,1.0797189397271518
2025-02-19,1.1360366122202372,1.0818686690983297
2025-02-20,1.1313103219103215,1.0795573062535044
2025-02-21,1.1119603105870717,1.069822671948965
2025-02-24,1.1069003542640894,1.0673685587516568
2025-02-25,1.10139554785752,1.0666651891510994
2025-02-26,1.1019515820116277,1.0676122936133043
2025-02-27,1.084362307575884,1.0566308568718685
2025-02-28,1.1012843637869993,1.0684466715316017
2025-03-03,1.0819900013997623,1.057902660259489
2025-03-04,1.069182552408442,1.0490942093604434
2025-03-05,1.0806740007943383,1.0544792518126413
2025-03-06,1.0614908224776218,1.0427153402668654
2025-03-07,1.0674402513647685,1.0458099941169703
2025-03-10,1.0390084247254292,1.030783232539585
2025-03-11,1.0303712318899167,1.02406585225899
2025-03-12,1.035839052807316,1.0264805391096512
2025-03-13,1.0220307195783007,1.0194907559736193
2025-03-14,1.0431415815905618,1.0310550542360617
2025-03-17,1.0511856409812912,1.036408359710074
2025-03-18,1.039823926311253,1.0300897049042779
2025-03-19,1.0511485416906161,1.038071006951255
2025-03-20,1.0481087896868562,1.0364288024132826
2025-03-21,1.0484546324609727,1.0362979062152047
2025-03-24,1.067230856595313,1.045685263117038
2025-03-25,1.0697962839256547,1.0477188233529358
2025-03-26,1.0570247962099582,1.0392126935767179
2025-03-27,1.0542176544827015,1.0373720125455526
2025-03-28,1.0329875284930552,1.0270845560011852
2025-03-31,1.039921681804167,1.0319450415927032
2025-04-01,1.042858898651797,1.0349905935789303
2025-04-02,1.049458589339306,1.0385838190766457
2025-04-03,0.9977403573139692,1.0099176850321154
2025-04-04,0.9393296863744351,0.9754620106245255
2025-04-07,0.9376565766458859,0.9694508182512048
2025-04-08,0.9229702648047254,0.9583361251658983
2025-04-09,1.0199000139975887,1.0170324507768025
2025-04-10,0.9752089111130617,0.9871432374066527
2025-04-11,0.9926093888517804,0.9970574144248209
2025-04-14,1.0022391584151127,1.0051037901408981
2025-04-15,0.9994320166878563,1.0044458502386615
2025-04-16,0.977216597266719,0.9923395270542058
2025-04-17,0.9786108933076784,0.9922686235749687
2025-04-21,0.9553173184268569,0.9761394733309571
2025-04-22,0.9801725913626967,0.9916775845963002
2025-04-23,0.995360767841519,1.0015699235929552
2025-04-24,1.0163120801435754,1.0163602468787405
2025-04-25,1.0236552360641555,1.0220865253324003
2025-04-28,1.0240455752267814,1.0233332849072234
2025-04-29,1.030496413545569,1.0282463492147051
2025-04-30,1.0309054161550375,1.0282082975599538
2025-05-01,1.0382113589834374,1.0314070866284264
2025-05-02,1.0536227002138365,1.0385523726364878
2025-05-05,1.0475808645045175,1.0343881684298561
2025-05-06,1.0388248628976402,1.0300768574354557
2025-05-07,1.04319358887841,1.033470503842359
2025-05-08,1.0504624324161347,1.0355959312896588
2025-05-09,1.0491238991126934,1.0351377287132446
2025-05-12,1.083794779469757,1.0543771447714114
2025-05-13,1.0909520975324458,1.0584709872018971
2025-05-14,1.0923463935734052,1.0578884103474564
2025-05-15,1.0976817495388231,1.0632710191834134
2025-05-16,1.1046344524952725,1.0676952483960773
2025-05-19,1.1058427968768352,1.0683018837334668
2025-05-20,1.1021247879024485,1.0653523808554561
2025-05-21,1.0835530650728422,1.0517460433529673
2025-05-22,1.0839807311291536,1.053131273539566
2025-05-23,1.0765816986695504,1.0493456752615458
2025-05-27,1.0989645201047469,1.0646003724736497
2025-05-28,1.0926065438141526,1.0599087247896193
2025-05-29,1.0969195070574045,1.0639474519051797
2025-05-30,1.095692613030504,1.0640079770436168
2025-06-02,1.1018645238601965,1.0667770511692196
2025-06-03,1.1081480739664302,1.0700662901721028
2025-06-04,1.1078505968319978,1.0724410993269227
2025-06-05,1.1024965774197373,1.06845792631187
2025-06-06,1.1138181201584616,1.0729900809029018
2025-06-09,1.11482196323529,1.0742119031735622
2025-06-10,1.121142612632199,1.0787708724459109
2025-06-11,1.1179451317423168,1.0781706374005027
2025-06-12,1.1223881701059422,1.0823484271034882
2025-06-13,1.1098397333403176,1.0733991656761246
2025-06-16,1.120399033597623,1.078895098374027
2025-06-17,1.1108251405733138,1.0744965574645433
2025-06-18,1.1106577385592549,1.074623694365129
2025-06-20,1.1080492942599707,1.0733534686666788
2025-06-23,1.1189940402151808,1.080893745503281
2025-06-24,1.1313558425123782,1.0895050232865289
2025-06-25,1.1319897168960007,1.0899960544468321
2025-06-26,1.1408462052319155,1.0964626055853868
2025-06-27,1.1465143167983591,1.0988747899455507
2025-06-30,1.1519960214993854,1.1037847783628898
2025-07-01,1.151623207768551,1.1032497934959455
2025-07-02,1.1568438518167892,1.1059044499345692
2025-07-03,1.1659614008054922,1.1103114488345929
2025-07-07,1.1572726558881519,1.103770311713941
2025-07-08,1.1566387815045291,1.1031652221172041
2025-07-09,1.1635747556397231,1.1089466633816112
2025-07-10,1.1668563358419028,1.1109583354163033
2025-07-11,1.1627543605891784,1.1068081129896827
2025-07-14,1.1649731485348678,1.1080728667265813
2025-07-15,1.159994901692575,1.1038557736166206
2025-07-16,1.163873029384692,1.1069624094705104
2025-07-17,1.1709955241868082,1.1113188908942286
2025-07-18,1.1701379160440828,1.1114907318074907
2025-07-21,1.1723567039897722,1.1140071669195468
2025-07-22,1.1725244474083465,1.1147898265513323
2025-07-23,1.1824997183412798,1.1198784219570421
2025-07-24,1.182891195518957,1.1195995929178295
2025-07-25,1.1878881058080926,1.1236002090876975
2025-07-28,1.187589832063124,1.1227397959467156
2025-07-29,1.1844574456341808,1.123035842889168
2025-07-30,1.1829658493063275,1.1210664175320793
